Date,Open,High,Low,Close,Volume
2016-11-08,18.8454,18.8454,18.8454,18.8454,1.0
2016-11-09,18.8162,18.8162,18.8162,18.8162,1.0
2016-11-10,18.9468,18.9468,18.9468,18.9468,1.0
2016-11-11,18.6495,18.6495,18.6495,18.6495,1.0
2016-11-15,18.1541,18.1541,18.1541,18.1541,1.0
2016-11-16,18.212,18.212,18.212,18.212,1.0
2016-11-17,18.1747,18.1747,18.1747,18.1747,1.0
2016-11-18,18.1954,18.1954,18.1954,18.1954,1.0
2016-11-21,17.9961,17.9961,17.9961,17.9961,1.0
2016-11-22,18.0998,18.0998,18.0998,18.0998,1.0
2016-11-23,18.1639,18.1639,18.1639,18.1639,1.0
2016-11-24,18.1892,18.1892,18.1892,18.1892,1.0
2016-11-25,18.2435,18.2435,18.2435,18.2435,1.0
2016-11-28,18.2642,18.2642,18.2642,18.2642,1.0
2016-11-29,18.3164,18.3164,18.3164,18.3164,1.0
2016-11-30,18.4973,18.4973,18.4973,18.4973,1.0
2016-12-01,18.4634,18.4634,18.4634,18.4634,1.0
2016-12-02,18.3265,18.3265,18.3265,18.3265,1.0
2016-12-05,18.3127,18.3127,18.3127,18.3127,1.0
2016-12-06,18.4046,18.4046,18.4046,18.4046,1.0
2016-12-07,18.3324,18.3324,18.3324,18.3324,1.0
2016-12-08,18.5342,18.5342,18.5342,18.5342,1.0
2016-12-09,18.5456,18.5456,18.5456,18.5456,1.0
2016-12-12,18.5693,18.5693,18.5693,18.5693,1.0
2016-12-13,18.5449,18.5449,18.5449,18.5449,1.0
2016-12-14,18.5897,18.5897,18.5897,18.5897,1.0
2016-12-15,18.5923,18.5923,18.5923,18.5923,1.0
2016-12-16,18.604,18.604,18.604,18.604,1.0
2016-12-19,18.5217,18.5217,18.5217,18.5217,1.0
2016-12-20,18.4542,18.4542,18.4542,18.4542,1.0
2016-12-21,18.4505,18.4505,18.4505,18.4505,1.0
2016-12-22,18.2728,18.2728,18.2728,18.2728,1.0
2016-12-23,18.2574,18.2574,18.2574,18.2574,1.0
2016-12-26,18.1524,18.1524,18.1524,18.1524,1.0
2016-12-27,18.2012,18.2012,18.2012,18.2012,1.0
2016-12-28,18.3198,18.3198,18.3198,18.3198,1.0
2016-12-29,18.3732,18.3732,18.3732,18.3732,1.0
2016-12-30,18.4589,18.4589,18.4589,18.4589,1.0
2017-01-02,18.3968,18.3968,18.3968,18.3968,1.0
2017-01-03,18.4653,18.4653,18.4653,18.4653,1.0
2017-01-04,18.4996,18.4996,18.4996,18.4996,1.0
2017-01-05,18.586,18.586,18.586,18.586,1.0
2017-01-06,18.5963,18.5963,18.5963,18.5963,1.0
2017-01-09,18.6347,18.6347,18.6347,18.6347,1.0
2017-01-10,18.6429,18.6429,18.6429,18.6429,1.0
2017-01-11,18.7438,18.7438,18.7438,18.7438,1.0
2017-01-12,18.7226,18.7226,18.7226,18.7226,1.0
2017-01-13,18.6945,18.6945,18.6945,18.6945,1.0
2017-01-16,18.6878,18.6878,18.6878,18.6878,1.0
2017-01-17,18.7614,18.7614,18.7614,18.7614,1.0
2017-01-18,18.818,18.818,18.818,18.818,1.0
2017-01-19,18.8035,18.8035,18.8035,18.8035,1.0
2017-01-20,18.6883,18.6883,18.6883,18.6883,1.0
2017-01-23,18.6936,18.6936,18.6936,18.6936,1.0
2017-01-24,18.8359,18.8359,18.8359,18.8359,1.0
2017-01-25,18.9725,18.9725,18.9725,18.9725,1.0
2017-01-27,19.1329,19.1329,19.1329,19.1329,1.0
2017-01-30,19.1486,19.1486,19.1486,19.1486,1.0
2017-01-31,19.0001,19.0001,19.0001,19.0001,1.0
2017-02-01,19.0838,19.0838,19.0838,19.0838,1.0
2017-02-02,19.1099,19.1099,19.1099,19.1099,1.0
2017-02-03,19.1583,19.1583,19.1583,19.1583,1.0
2017-02-06,19.3135,19.3135,19.3135,19.3135,1.0
2017-02-07,19.3356,19.3356,19.3356,19.3356,1.0
2017-02-08,19.3247,19.3247,19.3247,19.3247,1.0
2017-02-09,19.3789,19.3789,19.3789,19.3789,1.0
2017-02-10,19.3205,19.3205,19.3205,19.3205,1.0
2017-02-13,19.316,19.316,19.316,19.316,1.0
2017-02-14,19.3364,19.3364,19.3364,19.3364,1.0
2017-02-15,19.3286,19.3286,19.3286,19.3286,1.0
2017-02-16,19.3974,19.3974,19.3974,19.3974,1.0
2017-02-17,19.4202,19.4202,19.4202,19.4202,1.0
2017-02-20,19.492,19.492,19.492,19.492,1.0
2017-02-21,19.5744,19.5744,19.5744,19.5744,1.0
2017-02-22,19.5653,19.5653,19.5653,19.5653,1.0
2017-02-23,19.6015,19.6015,19.6015,19.6015,1.0
2017-02-27,19.63,19.63,19.63,19.63,1.0
2017-02-28,19.6606,19.6606,19.6606,19.6606,1.0
2017-03-01,19.7209,19.7209,19.7209,19.7209,1.0
2017-03-02,19.7618,19.7618,19.7618,19.7618,1.0
2017-03-03,19.7183,19.7183,19.7183,19.7183,1.0
2017-03-06,19.7437,19.7437,19.7437,19.7437,1.0
2017-03-07,19.7386,19.7386,19.7386,19.7386,1.0
2017-03-08,19.7017,19.7017,19.7017,19.7017,1.0
2017-03-09,19.6961,19.6961,19.6961,19.6961,1.0
2017-03-10,19.6579,19.6579,19.6579,19.6579,1.0
2017-03-14,19.7982,19.7982,19.7982,19.7982,1.0
2017-03-15,19.8031,19.8031,19.8031,19.8031,1.0
2017-03-16,19.8994,19.8994,19.8994,19.8994,1.0
2017-03-17,19.9411,19.9411,19.9411,19.9411,1.0
2017-03-20,19.9274,19.9274,19.9274,19.9274,1.0
2017-03-21,19.8806,19.8806,19.8806,19.8806,1.0
2017-03-22,19.7119,19.7119,19.7119,19.7119,1.0
2017-03-23,19.7111,19.7111,19.7111,19.7111,1.0
2017-03-24,19.7134,19.7134,19.7134,19.7134,1.0
2017-03-27,19.7549,19.7549,19.7549,19.7549,1.0
2017-03-28,19.8555,19.8555,19.8555,19.8555,1.0
2017-03-29,19.9684,19.9684,19.9684,19.9684,1.0
2017-03-30,19.9781,19.9781,19.9781,19.9781,1.0
2017-03-31,19.9376,19.9376,19.9376,19.9376,1.0
2017-04-03,19.9799,19.9799,19.9799,19.9799,1.0
2017-04-05,19.9909,19.9909,19.9909,19.9909,1.0
2017-04-06,19.9121,19.9121,19.9121,19.9121,1.0
2017-04-07,19.8454,19.8454,19.8454,19.8454,1.0
2017-04-10,19.8621,19.8621,19.8621,19.8621,1.0
2017-04-11,19.9393,19.9393,19.9393,19.9393,1.0
2017-04-12,19.8824,19.8824,19.8824,19.8824,1.0
2017-04-13,19.9003,19.9003,19.9003,19.9003,1.0
2017-04-17,19.9411,19.9411,19.9411,19.9411,1.0
2017-04-18,19.9864,19.9864,19.9864,19.9864,1.0
2017-04-19,19.9572,19.9572,19.9572,19.9572,1.0
2017-04-20,19.931,19.931,19.931,19.931,1.0
2017-04-21,19.9565,19.9565,19.9565,19.9565,1.0
2017-04-24,20.04,20.04,20.04,20.04,1.0
2017-04-25,20.2661,20.2661,20.2661,20.2661,1.0
2017-04-26,20.3498,20.3498,20.3498,20.3498,1.0
2017-04-27,20.3199,20.3199,20.3199,20.3199,1.0
2017-04-28,20.3305,20.3305,20.3305,20.3305,1.0
2017-05-02,20.3697,20.3697,20.3697,20.3697,1.0
2017-05-03,20.3061,20.3061,20.3061,20.3061,1.0
2017-05-04,20.4236,20.4236,20.4236,20.4236,1.0
2017-05-05,20.3637,20.3637,20.3637,20.3637,1.0
2017-05-08,20.4342,20.4342,20.4342,20.4342,1.0
2017-05-09,20.4473,20.4473,20.4473,20.4473,1.0
2017-05-10,20.5377,20.5377,20.5377,20.5377,1.0
2017-05-11,20.4734,20.4734,20.4734,20.4734,1.0
2017-05-12,20.4212,20.4212,20.4212,20.4212,1.0
2017-05-15,20.4913,20.4913,20.4913,20.4913,1.0
2017-05-16,20.5846,20.5846,20.5846,20.5846,1.0
2017-05-17,20.6809,20.6809,20.6809,20.6809,1.0
2017-05-18,20.4518,20.4518,20.4518,20.4518,1.0
2017-05-19,20.4032,20.4032,20.4032,20.4032,1.0
2017-05-22,20.3818,20.3818,20.3818,20.3818,1.0
2017-05-23,20.3351,20.3351,20.3351,20.3351,1.0
2017-05-24,20.2817,20.2817,20.2817,20.2817,1.0
2017-05-25,20.4516,20.4516,20.4516,20.4516,1.0
2017-05-26,20.5865,20.5865,20.5865,20.5865,1.0
2017-05-29,20.548,20.548,20.548,20.548,1.0
2017-05-30,20.6771,20.6771,20.6771,20.6771,1.0
2017-05-31,20.7561,20.7561,20.7561,20.7561,1.0
2017-06-01,20.79,20.79,20.79,20.79,1.0
2017-06-02,20.839,20.839,20.839,20.839,1.0
2017-06-05,20.9076,20.9076,20.9076,20.9076,1.0
2017-06-06,20.9691,20.9691,20.9691,20.9691,1.0
2017-06-07,21.0268,21.0268,21.0268,21.0268,1.0
2017-06-08,21.0633,21.0633,21.0633,21.0633,1.0
2017-06-09,21.1142,21.1142,21.1142,21.1142,1.0
2017-06-12,20.9866,20.9866,20.9866,20.9866,1.0
2017-06-13,21.007,21.007,21.007,21.007,1.0
2017-06-14,21.0562,21.0562,21.0562,21.0562,1.0
2017-06-15,21.0473,21.0473,21.0473,21.0473,1.0
2017-06-16,21.0575,21.0575,21.0575,21.0575,1.0
2017-06-19,21.1512,21.1512,21.1512,21.1512,1.0
2017-06-20,21.2746,21.2746,21.2746,21.2746,1.0
2017-06-21,21.2767,21.2767,21.2767,21.2767,1.0
2017-06-22,21.2553,21.2553,21.2553,21.2553,1.0
2017-06-23,21.1607,21.1607,21.1607,21.1607,1.0
2017-06-27,21.0212,21.0212,21.0212,21.0212,1.0
2017-06-28,20.944,20.944,20.944,20.944,1.0
2017-06-29,21.0941,21.0941,21.0941,21.0941,1.0
2017-06-30,21.0498,21.0498,21.0498,21.0498,1.0
2017-07-03,21.0743,21.0743,21.0743,21.0743,1.0
2017-07-04,21.0588,21.0588,21.0588,21.0588,1.0
2017-07-05,21.1587,21.1587,21.1587,21.1587,1.0
2017-07-06,21.2242,21.2242,21.2242,21.2242,1.0
2017-07-07,21.1737,21.1737,21.1737,21.1737,1.0
2017-07-10,21.2347,21.2347,21.2347,21.2347,1.0
2017-07-11,21.2919,21.2919,21.2919,21.2919,1.0
2017-07-12,21.3525,21.3525,21.3525,21.3525,1.0
2017-07-13,21.4396,21.4396,21.4396,21.4396,1.0
2017-07-14,21.4205,21.4205,21.4205,21.4205,1.0
2017-07-17,21.4763,21.4763,21.4763,21.4763,1.0
2017-07-18,21.4846,21.4846,21.4846,21.4846,1.0
2017-07-19,21.585,21.585,21.585,21.585,1.0
2017-07-20,21.6199,21.6199,21.6199,21.6199,1.0
2017-07-21,21.6792,21.6792,21.6792,21.6792,1.0
2017-07-24,21.6318,21.6318,21.6318,21.6318,1.0
2017-07-25,21.6492,21.6492,21.6492,21.6492,1.0
2017-07-26,21.5679,21.5679,21.5679,21.5679,1.0
2017-07-27,21.6567,21.6567,21.6567,21.6567,1.0
2017-07-28,21.5897,21.5897,21.5897,21.5897,1.0
2017-07-31,21.6668,21.6668,21.6668,21.6668,1.0
2017-08-01,21.6321,21.6321,21.6321,21.6321,1.0
2017-08-02,21.6111,21.6111,21.6111,21.6111,1.0
2017-08-03,21.5009,21.5009,21.5009,21.5009,1.0
2017-08-04,21.5011,21.5011,21.5011,21.5011,1.0
2017-08-07,21.719,21.719,21.719,21.719,1.0
2017-08-08,21.6429,21.6429,21.6429,21.6429,1.0
2017-08-09,21.5216,21.5216,21.5216,21.5216,1.0
2017-08-10,21.2619,21.2619,21.2619,21.2619,1.0
2017-08-11,21.1589,21.1589,21.1589,21.1589,1.0
2017-08-14,21.4087,21.4087,21.4087,21.4087,1.0
2017-08-16,21.5907,21.5907,21.5907,21.5907,1.0
2017-08-17,21.5577,21.5577,21.5577,21.5577,1.0
2017-08-18,21.4647,21.4647,21.4647,21.4647,1.0
2017-08-21,21.3871,21.3871,21.3871,21.3871,1.0
2017-08-22,21.3801,21.3801,21.3801,21.3801,1.0
2017-08-23,21.6361,21.6361,21.6361,21.6361,1.0
2017-08-24,21.6842,21.6842,21.6842,21.6842,1.0
2017-08-28,21.7434,21.7434,21.7434,21.7434,1.0
2017-08-29,21.7681,21.7681,21.7681,21.7681,1.0
2017-08-30,21.8524,21.8524,21.8524,21.8524,1.0
2017-08-31,21.8733,21.8733,21.8733,21.8733,1.0
2017-09-01,22.0013,22.0013,22.0013,22.0013,1.0
2017-09-04,21.8765,21.8765,21.8765,21.8765,1.0
2017-09-05,21.9812,21.9812,21.9812,21.9812,1.0
2017-09-06,21.8204,21.8204,21.8204,21.8204,1.0
2017-09-07,22.0263,22.0263,22.0263,22.0263,1.0
2017-09-08,22.1743,22.1743,22.1743,22.1743,1.0
2017-09-11,22.2923,22.2923,22.2923,22.2923,1.0
2017-09-12,22.4067,22.4067,22.4067,22.4067,1.0
2017-09-13,22.286,22.286,22.286,22.286,1.0
2017-09-14,22.308,22.308,22.308,22.308,1.0
2017-09-15,22.3549,22.3549,22.3549,22.3549,1.0
2017-09-18,22.4678,22.4678,22.4678,22.4678,1.0
2017-09-19,22.4938,22.4938,22.4938,22.4938,1.0
2017-09-20,22.4748,22.4748,22.4748,22.4748,1.0
2017-09-21,22.5515,22.5515,22.5515,22.5515,1.0
2017-09-22,22.2553,22.2553,22.2553,22.2553,1.0
2017-09-25,22.1897,22.1897,22.1897,22.1897,1.0
2017-09-26,22.2382,22.2382,22.2382,22.2382,1.0
2017-09-27,22.1802,22.1802,22.1802,22.1802,1.0
2017-09-28,22.4026,22.4026,22.4026,22.4026,1.0
2017-09-29,22.4944,22.4944,22.4944,22.4944,1.0
2017-10-03,22.581,22.581,22.581,22.581,1.0
2017-10-04,22.5466,22.5466,22.5466,22.5466,1.0
2017-10-05,22.5029,22.5029,22.5029,22.5029,1.0
2017-10-06,22.5917,22.5917,22.5917,22.5917,1.0
2017-10-09,22.5913,22.5913,22.5913,22.5913,1.0
2017-10-10,22.7168,22.7168,22.7168,22.7168,1.0
2017-10-11,22.7101,22.7101,22.7101,22.7101,1.0
2017-10-12,22.8459,22.8459,22.8459,22.8459,1.0
2017-10-13,22.9032,22.9032,22.9032,22.9032,1.0
2017-10-16,22.923,22.923,22.923,22.923,1.0
2017-10-17,22.8927,22.8927,22.8927,22.8927,1.0
2017-10-18,22.8318,22.8318,22.8318,22.8318,1.0
2017-10-23,22.9147,22.9147,22.9147,22.9147,1.0
2017-10-24,22.826,22.826,22.826,22.826,1.0
2017-10-25,22.8401,22.8401,22.8401,22.8401,1.0
2017-10-26,22.8518,22.8518,22.8518,22.8518,1.0
2017-10-27,22.9043,22.9043,22.9043,22.9043,1.0
2017-10-30,23.1326,23.1326,23.1326,23.1326,1.0
2017-10-31,23.1678,23.1678,23.1678,23.1678,1.0
2017-11-01,23.2267,23.2267,23.2267,23.2267,1.0
2017-11-02,23.2389,23.2389,23.2389,23.2389,1.0
2017-11-03,23.223,23.223,23.223,23.223,1.0
2017-11-06,23.2493,23.2493,23.2493,23.2493,1.0
2017-11-07,23.1712,23.1712,23.1712,23.1712,1.0
2017-11-08,23.1668,23.1668,23.1668,23.1668,1.0
2017-11-09,23.2299,23.2299,23.2299,23.2299,1.0
2017-11-10,23.3515,23.3515,23.3515,23.3515,1.0
2017-11-13,23.2987,23.2987,23.2987,23.2987,1.0
2017-11-14,23.2593,23.2593,23.2593,23.2593,1.0
2017-11-15,23.1628,23.1628,23.1628,23.1628,1.0
2017-11-16,23.1071,23.1071,23.1071,23.1071,1.0
2017-11-17,23.1986,23.1986,23.1986,23.1986,1.0
2017-11-20,23.2486,23.2486,23.2486,23.2486,1.0
2017-11-21,23.3772,23.3772,23.3772,23.3772,1.0
2017-11-22,23.4425,23.4425,23.4425,23.4425,1.0
2017-11-23,23.3792,23.3792,23.3792,23.3792,1.0
2017-11-24,23.4031,23.4031,23.4031,23.4031,1.0
2017-11-27,23.4706,23.4706,23.4706,23.4706,1.0
2017-11-28,23.531,23.531,23.531,23.531,1.0
2017-11-29,23.4941,23.4941,23.4941,23.4941,1.0
2017-11-30,23.4262,23.4262,23.4262,23.4262,1.0
2017-12-01,23.414,23.414,23.414,23.414,1.0
2017-12-04,23.399,23.399,23.399,23.399,1.0
2017-12-05,23.3745,23.3745,23.3745,23.3745,1.0
2017-12-06,23.336,23.336,23.336,23.336,1.0
2017-12-07,23.459,23.459,23.459,23.459,1.0
2017-12-08,23.6763,23.6763,23.6763,23.6763,1.0
2017-12-11,23.6445,23.6445,23.6445,23.6445,1.0
2017-12-12,23.5901,23.5901,23.5901,23.5901,1.0
2017-12-13,23.5963,23.5963,23.5963,23.5963,1.0
2017-12-14,23.6201,23.6201,23.6201,23.6201,1.0
2017-12-15,23.7548,23.7548,23.7548,23.7548,1.0
2017-12-18,23.8682,23.8682,23.8682,23.8682,1.0
2017-12-19,23.9915,23.9915,23.9915,23.9915,1.0
2017-12-20,23.9313,23.9313,23.9313,23.9313,1.0
2017-12-21,23.8911,23.8911,23.8911,23.8911,1.0
2017-12-22,23.8591,23.8591,23.8591,23.8591,1.0
2017-12-26,23.9216,23.9216,23.9216,23.9216,1.0
2017-12-27,23.8366,23.8366,23.8366,23.8366,1.0
2017-12-28,23.912,23.912,23.912,23.912,1.0
2017-12-29,24.0155,24.0155,24.0155,24.0155,1.0
2018-01-01,24.0022,24.0022,24.0022,24.0022,1.0
2018-01-02,23.8867,23.8867,23.8867,23.8867,1.0
2018-01-03,23.9624,23.9624,23.9624,23.9624,1.0
2018-01-04,24.0692,24.0692,24.0692,24.0692,1.0
2018-01-05,24.2602,24.2602,24.2602,24.2602,1.0
2018-01-08,24.3825,24.3825,24.3825,24.3825,1.0
2018-01-09,24.389,24.389,24.389,24.389,1.0
2018-01-10,24.4527,24.4527,24.4527,24.4527,1.0
2018-01-11,24.4403,24.4403,24.4403,24.4403,1.0
2018-01-12,24.5179,24.5179,24.5179,24.5179,1.0
2018-01-15,24.5405,24.5405,24.5405,24.5405,1.0
2018-01-16,24.4898,24.4898,24.4898,24.4898,1.0
2018-01-17,24.5658,24.5658,24.5658,24.5658,1.0
2018-01-18,24.5478,24.5478,24.5478,24.5478,1.0
2018-01-19,24.6804,24.6804,24.6804,24.6804,1.0
2018-01-22,24.7645,24.7645,24.7645,24.7645,1.0
2018-01-23,24.8968,24.8968,24.8968,24.8968,1.0
